"state","county_name","year","state_po","county_fips","office","candidate","party","candidatevotes","totalvotes","version","mode"
"ALABAMA","CLAY",2024,"AL","1027","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",993,6767,"20260225","TOTAL"
"ALABAMA","CLAY",2024,"AL","1027","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",5734,6767,"20260225","TOTAL"
"ALABAMA","CLEBURNE",2024,"AL","1029","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",13,7651,"20260225","TOTAL"
"ALABAMA","CLEBURNE",2024,"AL","1029","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",6988,7651,"20260225","TOTAL"
"ALABAMA","CLEBURNE",2024,"AL","1029","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",605,7651,"20260225","TOTAL"
"ALABAMA","CLEBURNE",2024,"AL","1029","US PRESIDENT","OTHER","OTHER",45,7651,"20260225","TOTAL"
"ALABAMA","COFFEE",2024,"AL","1031","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",4601,22319,"20260225","TOTAL"
"ALABAMA","COFFEE",2024,"AL","1031","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",17495,22319,"20260225","TOTAL"
"ALABAMA","COFFEE",2024,"AL","1031","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",36,22319,"20260225","TOTAL"
"ALABAMA","COFFEE",2024,"AL","1031","US PRESIDENT","OTHER","OTHER",187,22319,"20260225","TOTAL"
"ALABAMA","COLBERT",2024,"AL","1033","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",19714,27160,"20260225","TOTAL"
"ALABAMA","COLBERT",2024,"AL","1033","US PRESIDENT","OTHER","OTHER",270,27160,"20260225","TOTAL"
"ALABAMA","COLBERT",2024,"AL","1033","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",39,27160,"20260225","TOTAL"
"ALABAMA","COLBERT",2024,"AL","1033","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",7137,27160,"20260225","TOTAL"
"ALABAMA","CONECUH",2024,"AL","1035","US PRESIDENT","OTHER","OTHER",41,6051,"20260225","TOTAL"
"ALABAMA","CONECUH",2024,"AL","1035","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",7,6051,"20260225","TOTAL"
"ALABAMA","CONECUH",2024,"AL","1035","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",3423,6051,"20260225","TOTAL"
"ALABAMA","CONECUH",2024,"AL","1035","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",2580,6051,"20260225","TOTAL"
"ALABAMA","COOSA",2024,"AL","1037","US PRESIDENT","OTHER","OTHER",26,5268,"20260225","TOTAL"
"ALABAMA","COOSA",2024,"AL","1037","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",1478,5268,"20260225","TOTAL"
"ALABAMA","COOSA",2024,"AL","1037","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",3758,5268,"20260225","TOTAL"
"ALABAMA","COOSA",2024,"AL","1037","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",6,5268,"20260225","TOTAL"
"ALABAMA","COVINGTON",2024,"AL","1039","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",2314,17095,"20260225","TOTAL"
"ALABAMA","COVINGTON",2024,"AL","1039","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",14677,17095,"20260225","TOTAL"
"ALABAMA","COVINGTON",2024,"AL","1039","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",17,17095,"20260225","TOTAL"
"ALABAMA","COVINGTON",2024,"AL","1039","US PRESIDENT","OTHER","OTHER",87,17095,"20260225","TOTAL"
"ALABAMA","CRENSHAW",2024,"AL","1041","US PRESIDENT","OTHER","OTHER",25,6486,"20260225","TOTAL"
"ALABAMA","CRENSHAW",2024,"AL","1041","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",1457,6486,"20260225","TOTAL"
"ALABAMA","CRENSHAW",2024,"AL","1041","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",4,6486,"20260225","TOTAL"
"ALABAMA","CRENSHAW",2024,"AL","1041","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",5000,6486,"20260225","TOTAL"
"ALABAMA","CULLMAN",2024,"AL","1043","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",4039,43146,"20260225","TOTAL"
"ALABAMA","CULLMAN",2024,"AL","1043","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",38704,43146,"20260225","TOTAL"
"ALABAMA","CULLMAN",2024,"AL","1043","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",81,43146,"20260225","TOTAL"
"ALABAMA","CULLMAN",2024,"AL","1043","US PRESIDENT","OTHER","OTHER",322,43146,"20260225","TOTAL"
"ALABAMA","DALE",2024,"AL","1045","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",28,19139,"20260225","TOTAL"
"ALABAMA","DALE",2024,"AL","1045","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",4484,19139,"20260225","TOTAL"
"ALABAMA","DALE",2024,"AL","1045","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",14476,19139,"20260225","TOTAL"
"ALABAMA","DALE",2024,"AL","1045","US PRESIDENT","OTHER","OTHER",151,19139,"20260225","TOTAL"
"ALABAMA","DALLAS",2024,"AL","1047","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",24,15547,"20260225","TOTAL"
"ALABAMA","DALLAS",2024,"AL","1047","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",5190,15547,"20260225","TOTAL"
"ALABAMA","DALLAS",2024,"AL","1047","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",10236,15547,"20260225","TOTAL"
"ALABAMA","DALLAS",2024,"AL","1047","US PRESIDENT","OTHER","OTHER",97,15547,"20260225","TOTAL"
"ALABAMA","DEKALB",2024,"AL","1049","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",40,29660,"20260225","TOTAL"
"ALABAMA","DEKALB",2024,"AL","1049","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",25633,29660,"20260225","TOTAL"
"ALABAMA","DEKALB",2024,"AL","1049","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",3758,29660,"20260225","TOTAL"
"ALABAMA","DEKALB",2024,"AL","1049","US PRESIDENT","OTHER","OTHER",229,29660,"20260225","TOTAL"
"ALABAMA","ELMORE",2024,"AL","1051","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",9774,41624,"20260225","TOTAL"
"ALABAMA","ELMORE",2024,"AL","1051","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",31374,41624,"20260225","TOTAL"
"ALABAMA","ELMORE",2024,"AL","1051","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",75,41624,"20260225","TOTAL"
"ALABAMA","ELMORE",2024,"AL","1051","US PRESIDENT","OTHER","OTHER",401,41624,"20260225","TOTAL"
"ALABAMA","ESCAMBIA",2024,"AL","1053","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",3964,14957,"20260225","TOTAL"
"ALABAMA","ESCAMBIA",2024,"AL","1053","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",10884,14957,"20260225","TOTAL"
"ALABAMA","ESCAMBIA",2024,"AL","1053","US PRESIDENT","OTHER","OTHER",90,14957,"20260225","TOTAL"
"ALABAMA","ESCAMBIA",2024,"AL","1053","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",19,14957,"20260225","TOTAL"
"ALABAMA","ETOWAH",2024,"AL","1055","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",10027,46137,"20260225","TOTAL"
"ALABAMA","ETOWAH",2024,"AL","1055","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",35653,46137,"20260225","TOTAL"
"ALABAMA","ETOWAH",2024,"AL","1055","US PRESIDENT","OTHER","OTHER",382,46137,"20260225","TOTAL"
"ALABAMA","ETOWAH",2024,"AL","1055","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",75,46137,"20260225","TOTAL"
"ALABAMA","FAYETTE",2024,"AL","1057","US PRESIDENT","OTHER","OTHER",65,8369,"20260225","TOTAL"
"ALABAMA","FAYETTE",2024,"AL","1057","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",1142,8369,"20260225","TOTAL"
"ALABAMA","FAYETTE",2024,"AL","1057","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",7158,8369,"20260225","TOTAL"
"ALABAMA","FAYETTE",2024,"AL","1057","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",4,8369,"20260225","TOTAL"
"ALABAMA","FRANKLIN",2024,"AL","1059","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",16,12097,"20260225","TOTAL"
"ALABAMA","FRANKLIN",2024,"AL","1059","US PRESIDENT","OTHER","OTHER",96,12097,"20260225","TOTAL"
"ALABAMA","FRANKLIN",2024,"AL","1059","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",10417,12097,"20260225","TOTAL"
"ALABAMA","FRANKLIN",2024,"AL","1059","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",1568,12097,"20260225","TOTAL"
"ALABAMA","GENEVA",2024,"AL","1061","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",1391,12401,"20260225","TOTAL"
"ALABAMA","GENEVA",2024,"AL","1061","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",18,12401,"20260225","TOTAL"
"ALABAMA","GENEVA",2024,"AL","1061","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",10929,12401,"20260225","TOTAL"
"ALABAMA","GENEVA",2024,"AL","1061","US PRESIDENT","OTHER","OTHER",63,12401,"20260225","TOTAL"
"ALABAMA","GREENE",2024,"AL","1063","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",3133,4039,"20260225","TOTAL"
"ALABAMA","GREENE",2024,"AL","1063","US PRESIDENT","OTHER","OTHER",20,4039,"20260225","TOTAL"
"ALABAMA","GREENE",2024,"AL","1063","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",885,4039,"20260225","TOTAL"
"ALABAMA","GREENE",2024,"AL","1063","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",1,4039,"20260225","TOTAL"
"ALABAMA","HALE",2024,"AL","1065","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",3868,7305,"20260225","TOTAL"
"ALABAMA","HALE",2024,"AL","1065","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",3369,7305,"20260225","TOTAL"
"ALABAMA","HALE",2024,"AL","1065","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",13,7305,"20260225","TOTAL"
"ALABAMA","HALE",2024,"AL","1065","US PRESIDENT","OTHER","OTHER",55,7305,"20260225","TOTAL"
"ALABAMA","HENRY",2024,"AL","1067","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",2263,9320,"20260225","TOTAL"
"ALABAMA","HENRY",2024,"AL","1067","US PRESIDENT","OTHER","OTHER",59,9320,"20260225","TOTAL"
"ALABAMA","HENRY",2024,"AL","1067","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",6989,9320,"20260225","TOTAL"
"ALABAMA","HENRY",2024,"AL","1067","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",9,9320,"20260225","TOTAL"
"ALABAMA","HOUSTON",2024,"AL","1069","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",32469,44349,"20260225","TOTAL"
"ALABAMA","HOUSTON",2024,"AL","1069","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",11352,44349,"20260225","TOTAL"
"ALABAMA","HOUSTON",2024,"AL","1069","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",86,44349,"20260225","TOTAL"
"ALABAMA","HOUSTON",2024,"AL","1069","US PRESIDENT","OTHER","OTHER",442,44349,"20260225","TOTAL"
"ALABAMA","JACKSON",2024,"AL","1071","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",31,23556,"20260225","TOTAL"
"ALABAMA","JACKSON",2024,"AL","1071","US PRESIDENT","OTHER","OTHER",176,23556,"20260225","TOTAL"
"ALABAMA","JACKSON",2024,"AL","1071","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",3276,23556,"20260225","TOTAL"
"ALABAMA","JACKSON",2024,"AL","1071","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",20073,23556,"20260225","TOTAL"
"ALABAMA","JEFFERSON",2024,"AL","1073","US PRESIDENT","OTHER","OTHER",4738,298704,"20260225","TOTAL"
"ALABAMA","JEFFERSON",2024,"AL","1073","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",131123,298704,"20260225","TOTAL"
"ALABAMA","JEFFERSON",2024,"AL","1073","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",731,298704,"20260225","TOTAL"
"ALABAMA","JEFFERSON",2024,"AL","1073","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",162112,298704,"20260225","TOTAL"
"ALABAMA","LAMAR",2024,"AL","1075","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",6033,6890,"20260225","TOTAL"
"ALABAMA","LAMAR",2024,"AL","1075","US PRESIDENT","OTHER","OTHER",47,6890,"20260225","TOTAL"
"ALABAMA","LAMAR",2024,"AL","1075","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",4,6890,"20260225","TOTAL"
"ALABAMA","LAMAR",2024,"AL","1075","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",806,6890,"20260225","TOTAL"
"ALABAMA","LAUDERDALE",2024,"AL","1077","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",10326,43637,"20260225","TOTAL"
"ALABAMA","LAUDERDALE",2024,"AL","1077","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",32708,43637,"20260225","TOTAL"
"ALABAMA","LAUDERDALE",2024,"AL","1077","US PRESIDENT","OTHER","OTHER",513,43637,"20260225","TOTAL"
"ALABAMA","LAUDERDALE",2024,"AL","1077","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",90,43637,"20260225","TOTAL"
"ALABAMA","LAWRENCE",2024,"AL","1079","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",18,16122,"20260225","TOTAL"
"ALABAMA","LAWRENCE",2024,"AL","1079","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",2983,16122,"20260225","TOTAL"
"ALABAMA","LAWRENCE",2024,"AL","1079","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",13024,16122,"20260225","TOTAL"
"ALABAMA","LAWRENCE",2024,"AL","1079","US PRESIDENT","OTHER","OTHER",97,16122,"20260225","TOTAL"
"ALABAMA","LEE",2024,"AL","1081","US PRESIDENT","OTHER","OTHER",1059,73127,"20260225","TOTAL"
"ALABAMA","LEE",2024,"AL","1081","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",46020,73127,"20260225","TOTAL"
"ALABAMA","LEE",2024,"AL","1081","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",25798,73127,"20260225","TOTAL"
"ALABAMA","LEE",2024,"AL","1081","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",250,73127,"20260225","TOTAL"
"ALABAMA","LIMESTONE",2024,"AL","1083","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",173,53332,"20260225","TOTAL"
"ALABAMA","LIMESTONE",2024,"AL","1083","US PRESIDENT","OTHER","OTHER",691,53332,"20260225","TOTAL"
"ALABAMA","LIMESTONE",2024,"AL","1083","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",37887,53332,"20260225","TOTAL"
"ALABAMA","LIMESTONE",2024,"AL","1083","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",14581,53332,"20260225","TOTAL"
"ALABAMA","LOWNDES",2024,"AL","1085","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",1758,5655,"20260225","TOTAL"
"ALABAMA","LOWNDES",2024,"AL","1085","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",5,5655,"20260225","TOTAL"
"ALABAMA","LOWNDES",2024,"AL","1085","US PRESIDENT","OTHER","OTHER",25,5655,"20260225","TOTAL"
"ALABAMA","LOWNDES",2024,"AL","1085","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",3867,5655,"20260225","TOTAL"
"ALABAMA","MACON",2024,"AL","1087","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",1682,7834,"20260225","TOTAL"
"ALABAMA","MACON",2024,"AL","1087","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",6084,7834,"20260225","TOTAL"
"ALABAMA","MACON",2024,"AL","1087","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",10,7834,"20260225","TOTAL"
"ALABAMA","MACON",2024,"AL","1087","US PRESIDENT","OTHER","OTHER",58,7834,"20260225","TOTAL"
"ALABAMA","MADISON",2024,"AL","1089","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",87824,197617,"20260225","TOTAL"
"ALABAMA","MADISON",2024,"AL","1089","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",105430,197617,"20260225","TOTAL"
"ALABAMA","MADISON",2024,"AL","1089","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",931,197617,"20260225","TOTAL"
"ALABAMA","MADISON",2024,"AL","1089","US PRESIDENT","OTHER","OTHER",3432,197617,"20260225","TOTAL"
"ALABAMA","MARENGO",2024,"AL","1091","US PRESIDENT","OTHER","OTHER",46,9682,"20260225","TOTAL"
"ALABAMA","MARENGO",2024,"AL","1091","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",4995,9682,"20260225","TOTAL"
"ALABAMA","MARENGO",2024,"AL","1091","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",10,9682,"20260225","TOTAL"
"ALABAMA","MARENGO",2024,"AL","1091","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",4631,9682,"20260225","TOTAL"
"ALABAMA","MARION",2024,"AL","1093","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",1197,13543,"20260225","TOTAL"
"ALABAMA","MARION",2024,"AL","1093","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",12245,13543,"20260225","TOTAL"
"ALABAMA","MARION",2024,"AL","1093","US PRESIDENT","OTHER","OTHER",92,13543,"20260225","TOTAL"
"ALABAMA","MARION",2024,"AL","1093","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",9,13543,"20260225","TOTAL"
"ALABAMA","MARSHALL",2024,"AL","1095","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",57,40288,"20260225","TOTAL"
"ALABAMA","MARSHALL",2024,"AL","1095","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",34434,40288,"20260225","TOTAL"
"ALABAMA","MARSHALL",2024,"AL","1095","US PRESIDENT","OTHER","OTHER",244,40288,"20260225","TOTAL"
"ALABAMA","MARSHALL",2024,"AL","1095","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",5553,40288,"20260225","TOTAL"
"ALABAMA","MOBILE",2024,"AL","1097","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",100759,175164,"20260225","TOTAL"
"ALABAMA","MOBILE",2024,"AL","1097","US PRESIDENT","OTHER","OTHER",2016,175164,"20260225","TOTAL"
"ALABAMA","MOBILE",2024,"AL","1097","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",334,175164,"20260225","TOTAL"
"ALABAMA","MOBILE",2024,"AL","1097","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",72055,175164,"20260225","TOTAL"
"ALABAMA","MONROE",2024,"AL","1099","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",10,9815,"20260225","TOTAL"
"ALABAMA","MONROE",2024,"AL","1099","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",3740,9815,"20260225","TOTAL"
"ALABAMA","MONROE",2024,"AL","1099","US PRESIDENT","OTHER","OTHER",58,9815,"20260225","TOTAL"
"ALABAMA","MONROE",2024,"AL","1099","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",6007,9815,"20260225","TOTAL"
"ALABAMA","MONTGOMERY",2024,"AL","1101","US PRESIDENT","OTHER","OTHER",1197,89798,"20260225","TOTAL"
"ALABAMA","MONTGOMERY",2024,"AL","1101","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",178,89798,"20260225","TOTAL"
